train_loss,eval_loss,train_acc,eval_acc
2.2870209217071533,2.289947271347046,14.41,14.219999999999999
2.2870209217071533,2.289947748184204,14.41,14.219999999999999
2.2870209217071533,2.289947509765625,14.41,14.219999999999999
2.277407169342041,2.277674913406372,17.7175,17.66
2.2576465606689453,2.2585742473602295,19.77,19.85
2.2395577430725098,2.2437636852264404,21.6925,21.3
2.233901023864746,2.232893466949463,22.49,22.46
2.219571590423584,2.2166378498077393,23.895,24.169999999999998
2.20382022857666,2.208082437515259,25.4775,25.069999999999997
2.1980056762695312,2.1934423446655273,26.082499999999996,26.63
2.1912901401519775,2.189955234527588,26.75,27.01
2.1861071586608887,2.183265209197998,27.322499999999998,27.62
2.1745147705078125,2.1709418296813965,28.485,28.83
2.1742687225341797,2.1719536781311035,28.4775,28.749999999999996
2.1610002517700195,2.1600911617279053,29.7875,29.880000000000003
2.15472149848938,2.1552438735961914,30.470000000000002,30.43
2.1505281925201416,2.14723539352417,30.887500000000003,31.2
2.142378330230713,2.139115333557129,31.72,32.06
2.134408712387085,2.133319616317749,32.5175,32.629999999999995
2.1279218196868896,2.1247024536132812,33.142500000000005,33.51
2.1233208179473877,2.1230900287628174,33.650000000000006,33.64
2.1175456047058105,2.115701675415039,34.205000000000005,34.38
2.1116602420806885,2.1111271381378174,34.8,34.93
2.1091248989105225,2.1089651584625244,35.085,35.04
2.104849100112915,2.1045050621032715,35.485,35.56
2.1010944843292236,2.098146438598633,35.862500000000004,36.16
2.097900152206421,2.098158121109009,36.2375,36.16
2.0949795246124268,2.093900442123413,36.485,36.620000000000005
2.092731475830078,2.093005418777466,36.7275,36.69
2.0909245014190674,2.0913617610931396,36.9275,36.89
2.0889992713928223,2.090859889984131,37.1225,36.88
2.086326837539673,2.0877201557159424,37.39,37.22
2.0844948291778564,2.085454225540161,37.5575,37.51
2.0828912258148193,2.083361864089966,37.714999999999996,37.7
2.0810389518737793,2.0837619304656982,37.89,37.59
2.079700231552124,2.081616163253784,38.0325,37.85
2.078068256378174,2.0798912048339844,38.1925,37.980000000000004
2.076795816421509,2.079246759414673,38.315,38.080000000000005
2.075467824935913,2.078756332397461,38.45,38.129999999999995
2.07428240776062,2.0781452655792236,38.5625,38.21
2.0733582973480225,2.077427625656128,38.66,38.22
2.0724542140960693,2.076204299926758,38.7675,38.39
2.0719571113586426,2.075838088989258,38.83,38.379999999999995
2.071396827697754,2.075397491455078,38.8775,38.37
2.07082462310791,2.074629306793213,38.9525,38.5
2.0704591274261475,2.074352741241455,38.995000000000005,38.51
2.070082187652588,2.0741565227508545,39.0325,38.519999999999996
2.069772243499756,2.073591470718384,39.065,38.550000000000004
2.069444417953491,2.07315731048584,39.085,38.57
2.069209575653076,2.072774887084961,39.137499999999996,38.62
2.068938732147217,2.0723719596862793,39.1575,38.74
2.068740129470825,2.072228193283081,39.197500000000005,38.76
2.0685348510742188,2.0719540119171143,39.2225,38.81
2.0684001445770264,2.0718166828155518,39.22,38.81
2.0682294368743896,2.071662187576294,39.26,38.81
2.0681257247924805,2.071448564529419,39.25,38.879999999999995
2.0680394172668457,2.0713417530059814,39.2575,38.87
2.0679492950439453,2.071253776550293,39.269999999999996,38.86
2.0678775310516357,2.0711209774017334,39.287499999999994,38.87
2.0678298473358154,2.071087598800659,39.290000000000006,38.879999999999995
2.0677831172943115,2.0710055828094482,39.295,38.89
2.0677504539489746,2.0709686279296875,39.295,38.879999999999995
2.0677199363708496,2.0709228515625,39.3025,38.879999999999995
2.067699432373047,2.070884943008423,39.315,38.879999999999995
2.067678928375244,2.0708584785461426,39.315,38.89
2.067662000656128,2.0708370208740234,39.3175,38.9
2.0676469802856445,2.0708186626434326,39.315,38.9
2.0676345825195312,2.0708072185516357,39.32,38.9
2.0676207542419434,2.0707931518554688,39.3175,38.9
2.067610025405884,2.0707881450653076,39.32,38.9
2.0676000118255615,2.0707781314849854,39.3175,38.9
2.0675911903381348,2.070772647857666,39.3225,38.91
2.0675814151763916,2.070760726928711,39.32,38.92
2.0675721168518066,2.0707526206970215,39.32,38.92
2.0675647258758545,2.0707449913024902,39.32,38.92
2.0675551891326904,2.0707380771636963,39.32,38.92
2.0675442218780518,2.0707290172576904,39.3225,38.92
2.0675346851348877,2.0707225799560547,39.324999999999996,38.92
2.067523241043091,2.0707154273986816,39.324999999999996,38.92
2.06750750541687,2.0707056522369385,39.3275,38.92
2.067495584487915,2.0706980228424072,39.3275,38.92
2.0674848556518555,2.0706918239593506,39.33,38.92
2.067471981048584,2.070683717727661,39.33,38.93
2.0674569606781006,2.0706725120544434,39.332499999999996,38.93
2.0674431324005127,2.0706627368927,39.332499999999996,38.92
2.0674281120300293,2.0706512928009033,39.335,38.92
2.067413806915283,2.0706381797790527,39.3375,38.93
2.0673980712890625,2.070624351501465,39.3425,38.93
2.0673828125,2.070610523223877,39.34,38.93
2.067369222640991,2.0705971717834473,39.345,38.93
2.0673561096191406,2.070584297180176,39.345,38.93
2.0673446655273438,2.070573568344116,39.345,38.940000000000005
2.067333698272705,2.070563554763794,39.347500000000004,38.940000000000005
2.06731915473938,2.070549726486206,39.347500000000004,38.940000000000005
2.067303419113159,2.0705349445343018,39.347500000000004,38.940000000000005
2.067288637161255,2.0705220699310303,39.347500000000004,38.93
2.067272424697876,2.0705082416534424,39.347500000000004,38.93
2.0672590732574463,2.070497751235962,39.347500000000004,38.93
2.0672476291656494,2.070488691329956,39.347500000000004,38.93
2.067235231399536,2.070478677749634,39.347500000000004,38.93
