train_loss,eval_loss,train_acc,eval_acc
2.291451930999756,2.286367177963257,16.39,16.869999999999997
2.285975217819214,2.280369758605957,16.9375,17.49
2.2687952518463135,2.2647194862365723,18.6775,19.009999999999998
2.2665317058563232,2.2589640617370605,19.037499999999998,19.75
2.239893674850464,2.233166217803955,21.517500000000002,22.23
2.2342896461486816,2.22389554977417,22.185,23.27
2.2342896461486816,2.223895311355591,22.185,23.27
2.2342896461486816,2.223895788192749,22.185,23.27
2.2313787937164307,2.2181341648101807,22.4925,23.799999999999997
2.22052001953125,2.2130424976348877,23.5325,24.32
2.207582473754883,2.1993911266326904,24.815,25.8
2.205728054046631,2.1932740211486816,25.022499999999997,26.33
2.205728054046631,2.193274736404419,25.022499999999997,26.33
2.1936731338500977,2.184307813644409,26.26,27.27
2.1936731338500977,2.1843085289001465,26.26,27.27
2.189425230026245,2.181978940963745,26.7275,27.54
2.164654493331909,2.149442195892334,29.1925,30.769999999999996
2.164654016494751,2.149442672729492,29.1925,30.769999999999996
2.152514696121216,2.1326513290405273,30.385,32.42
2.1439473628997803,2.126753330230713,31.230000000000004,33.11
2.134552001953125,2.1163952350616455,32.1875,33.98
2.1294236183166504,2.105134963989258,32.74,35.260000000000005
2.120774984359741,2.0999836921691895,33.635,35.69
2.120774507522583,2.0999834537506104,33.635,35.69
2.1126606464385986,2.0936810970306396,34.4575,36.34
2.1126606464385986,2.0936808586120605,34.4575,36.34
2.1126606464385986,2.0936808586120605,34.4575,36.34
2.1034250259399414,2.0823347568511963,35.3125,37.46
2.1034250259399414,2.082334280014038,35.3125,37.46
2.099526882171631,2.0838823318481445,35.7325,37.19
2.097879409790039,2.0789241790771484,35.86,37.85
2.0964107513427734,2.0794637203216553,36.055,37.76
2.090137481689453,2.072091579437256,36.67,38.51
2.090137481689453,2.0720913410186768,36.67,38.51
2.0897057056427,2.07057785987854,36.707499999999996,38.72
2.0869956016540527,2.069910764694214,36.99,38.73
2.0869956016540527,2.0699102878570557,36.99,38.73
2.0869956016540527,2.0699105262756348,36.99,38.73
2.0869956016540527,2.0699102878570557,36.99,38.73
2.0869956016540527,2.0699102878570557,36.99,38.73
2.0835225582122803,2.0659379959106445,37.32,39.15
2.0835225582122803,2.0659382343292236,37.32,39.15
2.0835225582122803,2.0659382343292236,37.32,39.15
2.0835225582122803,2.0659377574920654,37.32,39.15
2.08130145072937,2.066558837890625,37.542500000000004,39.04
2.080625534057617,2.0661020278930664,37.6,39.08
2.079517364501953,2.065335273742676,37.7225,39.160000000000004
2.078840732574463,2.062791347503662,37.7975,39.46
2.078840732574463,2.062791109085083,37.7975,39.46
2.078564167022705,2.063220977783203,37.792500000000004,39.37
2.078564167022705,2.063220500946045,37.792500000000004,39.37
2.076812505722046,2.0614817142486572,37.9975,39.550000000000004
2.0768115520477295,2.0614819526672363,37.9975,39.550000000000004
2.0768115520477295,2.0614819526672363,37.9975,39.550000000000004
2.0768115520477295,2.0614817142486572,37.9975,39.550000000000004
2.0768115520477295,2.0614817142486572,37.9975,39.550000000000004
2.0768115520477295,2.0614819526672363,37.9975,39.550000000000004
2.0768115520477295,2.0614819526672363,37.9975,39.550000000000004
2.0768115520477295,2.0614817142486572,37.9975,39.550000000000004
2.0768115520477295,2.061481475830078,37.9975,39.550000000000004
2.0768115520477295,2.0614819526672363,37.9975,39.550000000000004
2.0768115520477295,2.0614819526672363,37.9975,39.550000000000004
2.0768115520477295,2.0614817142486572,37.9975,39.550000000000004
2.0768115520477295,2.0614819526672363,37.9975,39.550000000000004
2.0768115520477295,2.0614819526672363,37.9975,39.550000000000004
2.0768115520477295,2.0614817142486572,37.9975,39.550000000000004
2.0768115520477295,2.061481475830078,37.9975,39.550000000000004
2.0768115520477295,2.0614819526672363,37.9975,39.550000000000004
2.0768115520477295,2.061481475830078,37.9975,39.550000000000004
2.0768115520477295,2.0614817142486572,37.9975,39.550000000000004
2.0768115520477295,2.0614819526672363,37.9975,39.550000000000004
2.0768115520477295,2.0614819526672363,37.9975,39.550000000000004
2.0768115520477295,2.061481475830078,37.9975,39.550000000000004
2.0768115520477295,2.0614817142486572,37.9975,39.550000000000004
2.0768115520477295,2.0614819526672363,37.9975,39.550000000000004
2.0768115520477295,2.061481475830078,37.9975,39.550000000000004
2.0768115520477295,2.0614817142486572,37.9975,39.550000000000004
2.0768115520477295,2.0614819526672363,37.9975,39.550000000000004
2.0768115520477295,2.061481475830078,37.9975,39.550000000000004
2.0768115520477295,2.0614819526672363,37.9975,39.550000000000004
2.0768115520477295,2.0614819526672363,37.9975,39.550000000000004
2.0768115520477295,2.0614819526672363,37.9975,39.550000000000004
2.0768115520477295,2.0614819526672363,37.9975,39.550000000000004
2.0768115520477295,2.0614819526672363,37.9975,39.550000000000004
2.0768115520477295,2.0614819526672363,37.9975,39.550000000000004
2.0768115520477295,2.0614817142486572,37.9975,39.550000000000004
2.0768115520477295,2.0614817142486572,37.9975,39.550000000000004
2.0768115520477295,2.0614819526672363,37.9975,39.550000000000004
2.0768115520477295,2.0614817142486572,37.9975,39.550000000000004
2.0768115520477295,2.0614819526672363,37.9975,39.550000000000004
2.0768115520477295,2.0614819526672363,37.9975,39.550000000000004
2.0768115520477295,2.0614821910858154,37.9975,39.550000000000004
2.0768115520477295,2.0614819526672363,37.9975,39.550000000000004
2.0768115520477295,2.061481475830078,37.9975,39.550000000000004
2.0768115520477295,2.0614819526672363,37.9975,39.550000000000004
2.0768115520477295,2.0614819526672363,37.9975,39.550000000000004
2.0768115520477295,2.0614817142486572,37.9975,39.550000000000004
2.0768115520477295,2.0614817142486572,37.9975,39.550000000000004
2.0768115520477295,2.0614817142486572,37.9975,39.550000000000004
2.0768115520477295,2.0614819526672363,37.9975,39.550000000000004
