train_loss,eval_loss,train_acc,eval_acc
2.3117363452911377,2.313441514968872,14.46,14.35
2.306037664413452,2.3060555458068848,15.085,14.92
2.278019905090332,2.281374454498291,17.8125,17.47
2.278019905090332,2.2803261280059814,17.8125,17.61
2.263521671295166,2.263150930404663,19.405,19.31
2.263521671295166,2.264647960662842,19.405,19.32
2.2567222118377686,2.2570345401763916,20.080000000000002,20.09
2.237011432647705,2.2361385822296143,22.045,22.09
2.228280544281006,2.228031873703003,22.9175,22.830000000000002
2.224144220352173,2.227004289627075,23.36,23.080000000000002
2.2181544303894043,2.21677827835083,23.9925,24.060000000000002
2.203848123550415,2.2024343013763428,25.314999999999998,25.61
2.194420337677002,2.1981379985809326,26.305,25.77
2.184657335281372,2.1886022090911865,27.279999999999998,26.72
2.1770873069763184,2.1689531803131104,28.025,28.79
2.1678051948547363,2.166961431503296,28.9975,29.09
2.1584792137145996,2.164701223373413,29.89,29.29
2.1454856395721436,2.1454758644104004,31.1825,31.11
2.1454856395721436,2.152501106262207,31.1825,30.620000000000005
2.137324094772339,2.1383039951324463,32.027499999999996,31.85
2.131577253341675,2.1378958225250244,32.6275,32.0
2.127868175506592,2.126939535140991,32.945,33.0
2.1166841983795166,2.118839740753174,34.085,33.92
2.1100709438323975,2.1071081161499023,34.8175,34.97
2.0943100452423096,2.0932676792144775,36.385,36.54
2.085329532623291,2.0853912830352783,37.2575,37.230000000000004
2.0783631801605225,2.086962938308716,37.935,37.08
2.078058958053589,2.0808537006378174,37.9525,37.64
2.0690243244171143,2.071491003036499,38.845,38.56
2.064591407775879,2.0584771633148193,39.2575,39.87
2.05322527885437,2.052717685699463,40.53,40.489999999999995
2.047001361846924,2.0412580966949463,41.07,41.699999999999996
2.0395944118499756,2.0366270542144775,41.8675,42.089999999999996
2.021188974380493,2.0217912197113037,43.66,43.51
2.015887498855591,2.010866403579712,44.195,44.769999999999996
2.007049322128296,2.010899305343628,45.1125,44.71
2.006478786468506,2.0052101612091064,45.1825,45.31
1.9932107925415037,1.9884238243103027,46.5225,47.05
1.988370656967163,1.9939335584640503,47.044999999999995,46.339999999999996
1.9836363792419434,1.9820650815963745,47.46,47.69
1.9749590158462522,1.9711889028549194,48.3725,48.69
1.9662251472473145,1.96785306930542,49.2725,49.17
1.9644423723220825,1.9670279026031494,49.4125,49.01
1.9629380702972412,1.9630136489868164,49.59,49.54
1.9517310857772827,1.95634126663208,50.745,50.129999999999995
1.9440525770187376,1.9450362920761108,51.482499999999995,51.32
1.9414751529693604,1.9408124685287476,51.78,51.7
1.9348514080047607,1.938122034072876,52.415,51.94
1.9313713312149048,1.936615228652954,52.76,52.27
1.9260462522506714,1.9309954643249512,53.362500000000004,52.739999999999995
1.9167863130569458,1.9223812818527222,54.254999999999995,53.690000000000005
1.9167863130569458,1.922394871711731,54.254999999999995,53.71
1.9142296314239502,1.9245107173919678,54.50000000000001,53.33
1.9133111238479612,1.91336989402771,54.63249999999999,54.56999999999999
1.9072127342224123,1.9164819717407227,55.2275,54.22
1.9046633243560789,1.9075260162353516,55.527499999999996,55.17999999999999
1.896273970603943,1.9023406505584717,56.3475,55.74
1.896273970603943,1.90541410446167,56.3475,55.28999999999999
1.896273970603943,1.8999338150024414,56.3475,55.779999999999994
1.891841411590576,1.9001532793045044,56.830000000000005,55.900000000000006
1.8873177766799927,1.8943982124328613,57.2375,56.54
1.8822216987609863,1.8876919746398926,57.7425,57.089999999999996
1.879270076751709,1.889090657234192,58.040000000000006,56.92
1.8763365745544434,1.884878158569336,58.4075,57.379999999999995
1.873348593711853,1.8816126585006714,58.6425,57.709999999999994
1.8693759441375732,1.875611662864685,59.01,58.47
1.8679590225219724,1.8729890584945679,59.1325,58.599999999999994
1.8678808212280276,1.8711249828338623,59.18750000000001,58.84
1.8644062280654905,1.8697550296783447,59.502500000000005,58.86
1.8624058961868286,1.8696925640106201,59.809999999999995,58.830000000000005
1.8624058961868286,1.8706390857696533,59.809999999999995,58.599999999999994
1.8590167760849001,1.8551853895187378,60.105,60.31999999999999
1.8533853292465212,1.865013837814331,60.7375,59.309999999999995
1.8517441749572752,1.859699010848999,60.8525,59.870000000000005
1.8502843379974367,1.8505127429962158,61.040000000000006,60.91
1.84463632106781,1.853767991065979,61.525,60.550000000000004
1.84463632106781,1.8542510271072388,61.525,60.589999999999996
1.8435933589935305,1.8449287414550781,61.7,61.44
1.8383517265319824,1.848506212234497,62.19,61.19
1.8383517265319824,1.8500018119812012,62.19,60.95
1.8366906642913818,1.847853660583496,62.36000000000001,61.01
1.8329583406448364,1.8437849283218384,62.61,61.45
1.8302280902862549,1.8379956483840942,62.955000000000005,62.07
1.8302183151245115,1.841723084449768,62.9775,61.78
1.8264744281768799,1.8342300653457642,63.415,62.43
1.8264744281768799,1.8327293395996094,63.415,62.68
1.8174816370010378,1.8276121616363525,64.37,63.14999999999999
1.8174816370010378,1.8249177932739258,64.37,63.470000000000006
1.8172842264175417,1.8232131004333496,64.32,63.59
1.8169207572937014,1.8231537342071533,64.37,63.63999999999999
1.812475562095642,1.819704294204712,64.7875,63.980000000000004
1.8098007440567017,1.8174748420715332,65.05499999999999,64.12
1.8084595203399658,1.817822813987732,65.1925,64.21
1.80463969707489,1.8101717233657837,65.57,64.89
1.80463969707489,1.811463713645935,65.57,64.75999999999999
1.80321741104126,1.8147722482681274,65.7325,64.44
1.8000913858413696,1.8084847927093506,66.025,65.10000000000001
1.7994947433471677,1.8063784837722778,66.06,65.24
1.7938861846923828,1.808709740638733,66.655,65.16
1.7907593250274658,1.803464651107788,66.9975,65.5
