loss,weight
1.9462512731552124,648.21923828125
1.9471906423568726,645.2376708984375
1.9485986232757568,645.1181640625
1.9543143510818481,640.2022705078125
1.958293080329895,640.1298217773438
1.958293080329895,640.1298217773438
1.9587252140045166,640.037109375
1.9597834348678589,635.0286865234375
1.960672378540039,632.9049682617188
1.96076238155365,630.9297485351562
1.9629284143447876,630.719482421875
1.9629284143447876,630.719482421875
1.9629669189453125,630.7061157226562
1.963494062423706,625.8653564453125
1.9687888622283936,623.810791015625
1.9736814498901367,621.482421875
1.9772881269454956,620.3727416992188
1.9796233177185059,616.3240356445312
1.988672137260437,613.701171875
2.0045971870422363,612.9869384765625
2.0045971870422363,612.9869384765625
2.0061464309692383,612.8626708984375
2.0061464309692383,612.8626708984375
2.02068829536438,612.6826171875
2.02068829536438,612.6826171875
