loss,weight
38.438,637.114990234375
38.454,636.1241455078125
38.454,636.1241455078125
38.454,636.1241455078125
38.576,636.017822265625
38.78,636.467529296875
38.78,636.467529296875
38.782,637.2252197265625
38.846000000000004,636.8191528320312
38.846000000000004,636.8191528320312
38.846000000000004,636.8191528320312
38.846000000000004,636.8191528320312
38.85,636.05517578125
38.85,636.05517578125
38.85,636.3272094726562
38.902,637.8941650390625
38.928000000000004,637.7081909179688
38.928000000000004,637.7081909179688
39.0,636.7357177734375
39.08,639.0105590820312
39.084,638.1893920898438
39.084,638.1893920898438
39.084,638.1893920898438
39.122,637.9893188476562
39.160000000000004,639.4759521484375
39.446,639.48193359375
39.507999999999996,636.2271118164062
39.532000000000004,636.4310913085938
39.536,640.8780517578125
39.576,638.84130859375
39.604,638.6902465820312
39.62,637.3031616210938
39.62,637.3031616210938
39.623999999999995,640.2103271484375
39.623999999999995,640.2103271484375
39.654,639.767333984375
39.742,640.618408203125
39.76,639.8611450195312
39.76,639.8611450195312
39.76,639.8611450195312
39.83,638.4427490234375
39.900000000000006,641.0869140625
39.992,640.9243774414062
40.058,642.6170043945312
40.122,641.7664794921875
40.126,641.8709716796875
40.126,641.8709716796875
40.258,642.9202880859375
40.328,643.0497436523438
40.348,642.4900512695312
40.35,640.90478515625
40.378,644.25244140625
40.412,644.11328125
40.482,642.5687866210938
40.586,646.1146240234375
40.592,638.8656616210938
40.592,638.8656616210938
40.72,645.35693359375
40.72,645.35693359375
40.72,645.35693359375
40.72,645.35693359375
40.744,646.3314208984375
40.75,648.5648193359375
40.752,645.9124145507812
40.760000000000005,645.8307495117188
40.77,641.4462280273438
40.83,645.41796875
40.866,648.4303588867188
40.866,648.4303588867188
40.898,648.6499633789062
40.898,648.6499633789062
40.908,648.7767944335938
40.914,647.2167358398438
40.94,651.6614990234375
40.946,649.321533203125
40.946,656.4304809570312
40.949999999999996,647.3041381835938
41.0,648.515625
41.0,648.515625
41.008,652.6043701171875
41.008,652.6043701171875
41.018,645.88916015625
41.018,645.88916015625
41.018,645.88916015625
41.038000000000004,656.8280029296875
41.056,651.3045043945312
41.182,655.880859375
41.184,653.697998046875
41.214,657.4323120117188
41.3,649.3451538085938
41.32,657.1400146484375
41.32,657.1400146484375
41.32,657.1400146484375
41.321999999999996,654.9403076171875
41.321999999999996,654.9403076171875
41.324,652.8125
41.327999999999996,657.2461547851562
41.327999999999996,657.2461547851562
41.327999999999996,657.2461547851562
41.333999999999996,657.9707641601562
