loss,weight
42.874,606.4630737304688
42.874,606.4630737304688
43.74,604.85888671875
44.034,606.1854248046875
44.46,606.7152709960938
44.51,606.4154052734375
44.51,607.8046875
44.876,607.52587890625
44.942,604.0407104492188
45.056000000000004,603.6034545898438
45.056000000000004,603.6034545898438
45.122,607.6348876953125
45.122,607.6348876953125
45.122,607.6348876953125
45.122,607.6348876953125
45.232,607.6468505859375
45.248,608.5515747070312
45.248,608.5515747070312
45.248,608.5515747070312
45.34,605.28857421875
45.354,607.3200073242188
45.37,607.04345703125
45.37,607.04345703125
45.436,608.556640625
45.518,609.1885375976562
45.546,609.666259765625
45.546,609.666259765625
45.578,608.9299926757812
45.82,608.7218017578125
45.916000000000004,610.4286499023438
45.94,609.1070556640625
45.992,610.4104614257812
45.992,610.4104614257812
45.992,610.4104614257812
46.001999999999995,610.194091796875
46.013999999999996,610.7974853515625
46.042,610.9775390625
46.042,610.9775390625
46.108,612.6298828125
46.156000000000006,614.35400390625
46.156000000000006,614.35400390625
46.166000000000004,608.7308959960938
46.454,609.5393676757812
46.464,615.3128662109375
46.648,615.4441528320312
46.682,619.1885375976562
46.714,612.4335327148438
46.724,618.4015502929688
46.724,618.4015502929688
46.724,618.4015502929688
46.89,616.245361328125
46.974,616.6253051757812
46.976,617.6193237304688
47.054,621.9067993164062
47.077999999999996,622.8995971679688
47.227999999999994,626.2730102539062
47.232,619.8903198242188
47.232,619.8903198242188
47.232,619.8903198242188
47.232,619.8903198242188
47.27,619.4921264648438
47.302,623.6466674804688
47.302,623.6466674804688
47.304,612.17626953125
47.354,627.1029663085938
47.382000000000005,631.5785522460938
47.422,617.158203125
47.432,626.7007446289062
47.432,626.7007446289062
47.432,626.7007446289062
47.432,626.7007446289062
47.432,626.7007446289062
47.432,626.7007446289062
47.432,626.7007446289062
47.432,634.8334350585938
47.432,634.8334350585938
47.443999999999996,627.572265625
47.443999999999996,627.572265625
47.443999999999996,627.572265625
47.47,625.1574096679688
47.471999999999994,632.555908203125
47.484,632.7775268554688
47.49,620.1210327148438
47.502,635.7383422851562
47.508,620.4107666015625
47.512,629.7135009765625
47.512,629.7135009765625
47.606,631.4951171875
47.648,632.6876220703125
47.736000000000004,624.4890747070312
47.804,636.632568359375
47.804,636.632568359375
47.804,636.632568359375
47.804,636.632568359375
47.804,636.632568359375
47.804,636.632568359375
47.804,636.632568359375
47.94,633.24658203125
47.94,633.24658203125
48.018,633.6105346679688
