loss,weight
38.576,636.017822265625
38.85,636.05517578125
38.85,636.05517578125
39.507999999999996,636.2271118164062
39.532000000000004,636.4310913085938
39.62,637.3031616210938
39.62,637.3031616210938
39.83,638.4427490234375
40.592,638.8656616210938
40.592,638.8656616210938
40.77,641.4462280273438
40.83,645.41796875
41.018,645.88916015625
41.018,645.88916015625
41.018,645.88916015625
41.3,649.3451538085938
41.324,652.8125
41.327999999999996,657.2461547851562
41.327999999999996,657.2461547851562
41.327999999999996,657.2461547851562
41.333999999999996,657.9707641601562
